Date,EUR,CHF,CNY,GBP,JPY,G-coin
01/11/1995,1.3,1.14,8.31,0.63,103.22,0.999999333
02/11/1995,1.29,1.15,8.31,0.63,104.05,0.999998665
03/11/1995,1.29,1.14,8.31,0.63,103.85,0.999997998
04/11/1995,1.29,1.14,8.31,0.63,103.85,0.99999733
05/11/1995,1.29,1.14,8.31,0.63,103.85,0.999996663
06/11/1995,1.3,1.14,8.31,0.63,103.35,0.999995995
07/11/1995,1.3,1.14,8.31,0.63,103,0.999995328
08/11/1995,1.29,1.15,8.31,0.63,102.58,0.99999466
09/11/1995,1.3,1.14,8.31,0.63,100.42,0.999993993
10/11/1995,1.29,1.14,8.31,0.63,100.85,0.999993325
11/11/1995,1.29,1.14,8.31,0.63,100.85,0.999992658
12/11/1995,1.29,1.14,8.31,0.63,100.85,0.999991991
13/11/1995,1.29,1.14,8.31,0.64,101.82,0.999991323
14/11/1995,1.3,1.14,8.31,0.64,101.68,0.999990656
15/11/1995,1.3,1.14,8.31,0.64,101.48,0.999989988
16/11/1995,1.3,1.14,8.31,0.64,102.06,0.999989321
17/11/1995,1.31,1.14,8.31,0.64,102.15,0.999988653
18/11/1995,1.31,1.14,8.31,0.64,102.15,0.999987986
19/11/1995,1.31,1.14,8.31,0.64,102.15,0.999987318
20/11/1995,1.3,1.14,8.31,0.65,101.18,0.999986651
21/11/1995,1.3,1.14,8.31,0.64,101.53,0.999985983
22/11/1995,1.3,1.14,8.31,0.64,100.9,0.999985316
23/11/1995,1.3,1.14,8.31,0.64,100.71,0.999984649
24/11/1995,1.3,1.15,8.31,0.64,101.5,0.999983981
25/11/1995,1.3,1.15,8.31,0.64,101.5,0.999983314
26/11/1995,1.3,1.15,8.31,0.64,101.5,0.999982646
27/11/1995,1.29,1.16,8.31,0.64,101.73,0.999981979
28/11/1995,1.29,1.16,8.31,0.65,101.22,0.999981311
29/11/1995,1.29,1.17,8.31,0.65,101.55,0.999980644
30/11/1995,1.28,1.18,8.31,0.65,102.18,0.999979976
01/12/1995,1.28,1.18,8.31,0.65,101.15,0.999979309
02/12/1995,1.28,1.18,8.31,0.65,101.15,0.999978641
03/12/1995,1.28,1.18,8.31,0.65,101.15,0.999977974
04/12/1995,1.28,1.17,8.31,0.65,101.31,0.999977307
05/12/1995,1.29,1.17,8.31,0.65,101.3,0.999976639
06/12/1995,1.28,1.17,8.31,0.65,101.56,0.999975972
07/12/1995,1.27,1.17,8.31,0.65,101.43,0.999975304
08/12/1995,1.27,1.17,8.31,0.65,101.23,0.999974637
09/12/1995,1.27,1.17,8.31,0.65,101.23,0.999973969
10/12/1995,1.27,1.17,8.31,0.65,101.23,0.999973302
11/12/1995,1.27,1.17,8.31,0.65,101.12,0.999972634
12/12/1995,1.27,1.17,8.31,0.65,101.81,0.999971967
13/12/1995,1.26,1.18,8.31,0.65,101.68,0.999971299
14/12/1995,1.27,1.16,8.32,0.65,101.55,0.999970632
15/12/1995,1.27,1.16,8.32,0.65,102.05,0.999969965
16/12/1995,1.27,1.16,8.32,0.65,102.05,0.999969297
17/12/1995,1.27,1.16,8.32,0.65,102.05,0.99996863
18/12/1995,1.28,1.15,8.32,0.65,101.46,0.999967962
19/12/1995,1.27,1.16,8.32,0.65,101.97,0.999967295
20/12/1995,1.28,1.15,8.32,0.65,101.75,0.999966627
21/12/1995,1.28,1.16,8.32,0.65,101.83,0.99996596
22/12/1995,1.28,1.16,8.32,0.65,102.29,0.999965292
23/12/1995,1.28,1.16,8.32,0.65,102.29,0.999964625
24/12/1995,1.28,1.16,8.32,0.65,102.29,0.999963957
25/12/1995,1.28,1.16,8.32,0.65,102.45,0.99996329
26/12/1995,1.28,1.15,8.32,0.65,102.32,0.999962622
27/12/1995,1.28,1.16,8.32,0.64,102.86,0.999961955
28/12/1995,1.28,1.16,8.32,0.64,102.7,0.999961288
29/12/1995,1.28,1.15,8.32,0.65,103.4,0.99996062
30/12/1995,1.28,1.15,8.32,0.65,103.4,0.999959953
31/12/1995,1.28,1.15,8.32,0.65,103.4,0.999959285
01/01/1996,1.28,1.15,8.32,0.65,103.4,0.999958618
02/01/1996,1.28,1.16,8.32,0.64,103.94,0.99995795
03/01/1996,1.27,1.17,8.32,0.64,104.9,0.999957283
04/01/1996,1.28,1.16,8.32,0.65,105.29,0.999956615
05/01/1996,1.28,1.16,8.32,0.64,105.41,0.999955948
06/01/1996,1.28,1.16,8.32,0.64,105.41,0.99995528
07/01/1996,1.28,1.16,8.32,0.64,105.41,0.999954613
08/01/1996,1.29,1.16,8.32,0.64,105.18,0.999953946
09/01/1996,1.29,1.16,8.32,0.65,104.43,0.999953278
10/01/1996,1.29,1.16,8.32,0.65,104.82,0.999952611
11/01/1996,1.29,1.16,8.32,0.65,104.82,0.999951943
12/01/1996,1.28,1.16,8.32,0.65,105.25,0.999951276
13/01/1996,1.28,1.16,8.32,0.65,105.25,0.999950608
14/01/1996,1.28,1.16,8.32,0.65,105.25,0.999949941
15/01/1996,1.28,1.17,8.32,0.65,105.28,0.999949273
16/01/1996,1.26,1.18,8.32,0.65,105.98,0.999948606
17/01/1996,1.26,1.19,8.32,0.66,105.72,0.999947938
18/01/1996,1.25,1.19,8.32,0.66,105.57,0.999947271
19/01/1996,1.25,1.19,8.32,0.66,105.34,0.999946604
20/01/1996,1.25,1.19,8.32,0.66,105.34,0.999945936
21/01/1996,1.25,1.19,8.32,0.66,105.34,0.999945269
22/01/1996,1.25,1.18,8.32,0.66,105.75,0.999944601
23/01/1996,1.24,1.19,8.32,0.66,105.87,0.999943934
24/01/1996,1.24,1.19,8.32,0.66,107,0.999943266
25/01/1996,1.23,1.2,8.32,0.66,106.91,0.999942599
26/01/1996,1.23,1.21,8.32,0.67,106.65,0.999941931
27/01/1996,1.23,1.21,8.32,0.67,106.65,0.999941264
28/01/1996,1.23,1.21,8.32,0.67,106.65,0.999940596
29/01/1996,1.23,1.21,8.32,0.66,106.78,0.999939929
30/01/1996,1.23,1.22,8.31,0.66,107.25,0.999939262
31/01/1996,1.23,1.21,8.31,0.66,107.1,0.999938594
01/02/1996,1.24,1.21,8.31,0.66,106.73,0.999937927
02/02/1996,1.24,1.21,8.31,0.66,106.45,1.000239806
03/02/1996,1.24,1.21,8.31,0.66,106.45,1.000541685
04/02/1996,1.24,1.21,8.31,0.66,106.45,1.000843565
05/02/1996,1.25,1.2,8.31,0.65,105.22,1.001145444
06/02/1996,1.25,1.2,8.31,0.65,105.15,1.001447324
07/02/1996,1.24,1.21,8.31,0.65,106.09,1.001749203
08/02/1996,1.24,1.2,8.31,0.65,107.07,1.002051083
09/02/1996,1.24,1.21,8.31,0.65,107.03,1.002352962
10/02/1996,1.24,1.21,8.31,0.65,107.03,1.002654842
11/02/1996,1.24,1.21,8.31,0.65,107.03,1.002956721
12/02/1996,1.25,1.21,8.31,0.65,106.87,1.0032586
13/02/1996,1.25,1.2,8.31,0.65,106.78,1.00356048
14/02/1996,1.25,1.2,8.31,0.65,106.27,1.003862359
15/02/1996,1.25,1.2,8.31,0.65,105.53,1.004164239
16/02/1996,1.26,1.18,8.31,0.65,105.2,1.004466118
17/02/1996,1.26,1.18,8.31,0.65,105.2,1.004767998
18/02/1996,1.26,1.18,8.31,0.65,105.2,1.005069877
19/02/1996,1.27,1.18,8.32,0.65,104.06,1.005371756
20/02/1996,1.27,1.18,8.32,0.65,105.65,1.005673636
21/02/1996,1.27,1.18,8.32,0.65,104.9,1.005975515
22/02/1996,1.27,1.18,8.32,0.65,105.03,1.006277395
23/02/1996,1.27,1.18,8.32,0.65,104.85,1.006579274
24/02/1996,1.27,1.18,8.32,0.65,104.85,1.006881154
25/02/1996,1.27,1.18,8.32,0.65,104.85,1.007183033
26/02/1996,1.27,1.18,8.32,0.65,104.34,1.007484912
27/02/1996,1.27,1.18,8.32,0.65,104.34,1.007786792
28/02/1996,1.26,1.2,8.32,0.65,104.59,1.008088671
29/02/1996,1.26,1.2,8.32,0.65,105.28,1.008390551
01/03/1996,1.25,1.2,8.32,0.65,105.35,1.00869243
02/03/1996,1.25,1.2,8.32,0.65,105.35,1.00899431
03/03/1996,1.25,1.2,8.32,0.65,105.35,1.009296189
04/03/1996,1.26,1.2,8.32,0.65,105.3,1.009598069
05/03/1996,1.26,1.2,8.32,0.65,105.23,1.009899948
06/03/1996,1.26,1.2,8.32,0.65,105.43,1.010201827
07/03/1996,1.26,1.2,8.32,0.65,105.35,1.010503707
08/03/1996,1.25,1.2,8.32,0.66,105.75,1.010805586
09/03/1996,1.25,1.2,8.32,0.66,105.75,1.011107466
10/03/1996,1.25,1.2,8.32,0.66,105.75,1.011409345
11/03/1996,1.25,1.2,8.33,0.66,105.44,1.011711225
12/03/1996,1.26,1.19,8.33,0.66,105.3,1.012013104
13/03/1996,1.26,1.19,8.33,0.66,105.15,1.012314983
14/03/1996,1.26,1.19,8.33,0.66,105.56,1.012616863
15/03/1996,1.26,1.19,8.33,0.66,105.8,1.012918742
16/03/1996,1.26,1.19,8.33,0.66,105.8,1.013220622
17/03/1996,1.26,1.19,8.33,0.66,105.8,1.013522501
18/03/1996,1.25,1.19,8.33,0.65,106.09,1.013824381
19/03/1996,1.26,1.19,8.33,0.65,106.16,1.01412626
20/03/1996,1.26,1.19,8.33,0.65,106.43,1.01442814
21/03/1996,1.25,1.2,8.33,0.65,106.85,1.014730019
22/03/1996,1.25,1.19,8.33,0.65,106.85,1.015031898
23/03/1996,1.25,1.19,8.33,0.65,106.85,1.015333778
24/03/1996,1.25,1.19,8.33,0.65,106.85,1.015635657
25/03/1996,1.26,1.19,8.33,0.66,106.17,1.015937537
26/03/1996,1.26,1.19,8.33,0.66,106.44,1.016239416
27/03/1996,1.25,1.2,8.33,0.66,106.61,1.016541296
28/03/1996,1.26,1.19,8.34,0.66,106.25,1.016843175
29/03/1996,1.26,1.19,8.33,0.66,107.19,1.017145054
30/03/1996,1.26,1.19,8.33,0.66,107.19,1.017446934
31/03/1996,1.26,1.19,8.33,0.66,107.19,1.017748813
01/04/1996,1.25,1.2,8.33,0.66,107.62,1.018050693
02/04/1996,1.26,1.2,8.33,0.66,107.57,1.018352572
03/04/1996,1.25,1.2,8.33,0.66,106.98,1.018654452
04/04/1996,1.26,1.19,8.33,0.65,107.04,1.018956331
05/04/1996,1.25,1.19,8.33,0.65,107.66,1.01925821
06/04/1996,1.25,1.19,8.33,0.65,107.66,1.01956009
07/04/1996,1.25,1.19,8.33,0.65,107.66,1.019861969
08/04/1996,1.26,1.2,8.33,0.65,107.75,1.020163849
09/04/1996,1.25,1.21,8.33,0.66,108.33,1.020465728
10/04/1996,1.25,1.22,8.33,0.66,108.37,1.020767608
11/04/1996,1.24,1.22,8.33,0.66,108.59,1.021069487
12/04/1996,1.24,1.23,8.33,0.66,108.67,1.021371367
13/04/1996,1.24,1.23,8.33,0.66,108.67,1.021673246
14/04/1996,1.24,1.23,8.33,0.66,108.67,1.021975125
15/04/1996,1.24,1.23,8.33,0.66,108.53,1.022277005
16/04/1996,1.24,1.23,8.33,0.66,108.15,1.022578884
17/04/1996,1.24,1.23,8.33,0.66,108.18,1.022880764
18/04/1996,1.24,1.22,8.33,0.66,106.72,1.023182643
19/04/1996,1.24,1.23,8.33,0.66,107.35,1.023484523
20/04/1996,1.24,1.23,8.33,0.66,107.35,1.023786402
21/04/1996,1.24,1.23,8.33,0.66,107.35,1.024088281
22/04/1996,1.24,1.23,8.33,0.66,106.72,1.024390161
23/04/1996,1.24,1.23,8.33,0.66,106.75,1.02469204
24/04/1996,1.24,1.23,8.33,0.66,106.55,1.02499392
25/04/1996,1.23,1.24,8.33,0.66,106.75,1.025295799
26/04/1996,1.23,1.23,8.33,0.66,105.45,1.025597679
27/04/1996,1.23,1.23,8.33,0.66,105.45,1.025899558
28/04/1996,1.23,1.23,8.33,0.66,105.45,1.026201438
29/04/1996,1.23,1.24,8.33,0.66,104.88,1.026503317
30/04/1996,1.23,1.24,8.33,0.67,105.05,1.026805196
01/05/1996,1.22,1.25,8.33,0.67,105.35,1.027107076
02/05/1996,1.23,1.25,8.33,0.67,104.34,1.027408955
03/05/1996,1.23,1.24,8.33,0.66,105.05,1.027710835
04/05/1996,1.23,1.24,8.33,0.66,105.05,1.028012714
05/05/1996,1.23,1.24,8.33,0.66,105.05,1.028001387
06/05/1996,1.23,1.24,8.33,0.66,104.95,1.027990059
07/05/1996,1.23,1.25,8.33,0.66,105.25,1.027978731
08/05/1996,1.24,1.24,8.33,0.66,105.15,1.027967404
09/05/1996,1.23,1.24,8.33,0.66,104.55,1.027956076
10/05/1996,1.23,1.25,8.33,0.66,105.48,1.027944749
11/05/1996,1.23,1.25,8.33,0.66,105.48,1.027933421
12/05/1996,1.23,1.25,8.33,0.66,105.48,1.027922093
13/05/1996,1.23,1.25,8.33,0.66,105.03,1.027910766
14/05/1996,1.23,1.25,8.33,0.66,105.85,1.027899438
15/05/1996,1.23,1.25,8.33,0.66,106.88,1.027888111
16/05/1996,1.23,1.25,8.33,0.66,106.56,1.027876783
17/05/1996,1.23,1.26,8.33,0.66,106.81,1.027865456
18/05/1996,1.23,1.26,8.33,0.66,106.81,1.027854128
19/05/1996,1.23,1.26,8.33,0.66,106.81,1.0278428
20/05/1996,1.23,1.26,8.33,0.66,107.1,1.027831473
21/05/1996,1.22,1.27,8.33,0.66,107.18,1.027820145
22/05/1996,1.22,1.27,8.33,0.66,107.12,1.027808818
23/05/1996,1.23,1.27,8.33,0.66,106.91,1.02779749
24/05/1996,1.22,1.27,8.33,0.66,107.9,1.027786162
25/05/1996,1.22,1.27,8.33,0.66,107.9,1.027774835
26/05/1996,1.22,1.27,8.33,0.66,107.9,1.027763507
27/05/1996,1.23,1.27,8.33,0.66,107.85,1.02775218
28/05/1996,1.22,1.27,8.32,0.66,108.84,1.027740852
29/05/1996,1.23,1.26,8.33,0.66,108.12,1.027729524
30/05/1996,1.23,1.26,8.33,0.65,107.75,1.027718197
31/05/1996,1.24,1.25,8.33,0.65,108.08,1.027706869
01/06/1996,1.24,1.25,8.33,0.65,108.08,1.027695542
02/06/1996,1.24,1.25,8.33,0.65,108.08,1.027684214
03/06/1996,1.24,1.25,8.33,0.64,108.44,1.027672887
04/06/1996,1.24,1.26,8.32,0.65,108.82,1.027661559
05/06/1996,1.24,1.26,8.32,0.65,109.06,1.027650231
06/06/1996,1.24,1.26,8.32,0.65,109.12,1.027638904
07/06/1996,1.23,1.27,8.32,0.65,109.31,1.027627576
08/06/1996,1.23,1.27,8.32,0.65,109.31,1.027616249
09/06/1996,1.23,1.27,8.32,0.65,109.31,1.027604921
10/06/1996,1.23,1.27,8.32,0.65,109.07,1.027593593
11/06/1996,1.23,1.26,8.32,0.65,109.53,1.027582266
12/06/1996,1.24,1.26,8.32,0.65,108.94,1.027570938
13/06/1996,1.24,1.25,8.32,0.65,108.69,1.027559611
14/06/1996,1.24,1.26,8.32,0.65,109.23,1.027548283
15/06/1996,1.24,1.26,8.32,0.65,109.23,1.027536956
16/06/1996,1.24,1.26,8.32,0.65,109.23,1.027525628
17/06/1996,1.24,1.25,8.32,0.65,109.03,1.0275143
18/06/1996,1.25,1.25,8.32,0.65,107.78,1.027502973
19/06/1996,1.24,1.25,8.32,0.65,107.98,1.027491645
20/06/1996,1.24,1.26,8.32,0.65,108.19,1.027480318
21/06/1996,1.24,1.27,8.32,0.65,109.16,1.02746899
22/06/1996,1.24,1.27,8.32,0.65,109.16,1.027457662
23/06/1996,1.24,1.27,8.32,0.65,109.16,1.027446335
24/06/1996,1.24,1.26,8.32,0.65,108.91,1.027435007
25/06/1996,1.24,1.26,8.32,0.65,108.91,1.02742368
26/06/1996,1.24,1.26,8.32,0.65,109.55,1.027412352
27/06/1996,1.25,1.25,8.32,0.65,109.1,1.027401024
28/06/1996,1.24,1.25,8.32,0.64,109.72,1.027389697
29/06/1996,1.24,1.25,8.32,0.64,109.72,1.027378369
30/06/1996,1.24,1.25,8.32,0.64,109.72,1.027367042
01/07/1996,1.24,1.25,8.32,0.64,109.68,1.027355714
02/07/1996,1.24,1.25,8.32,0.64,110.34,1.027344387
03/07/1996,1.25,1.25,8.32,0.64,110.3,1.027333059
04/07/1996,1.24,1.25,8.32,0.64,110.4,1.027321731
05/07/1996,1.24,1.26,8.32,0.64,110.81,1.027310404
06/07/1996,1.24,1.26,8.32,0.64,110.81,1.027299076
07/07/1996,1.24,1.26,8.32,0.64,110.81,1.027287749
08/07/1996,1.24,1.26,8.32,0.64,110.81,1.027276421
09/07/1996,1.24,1.26,8.32,0.65,110.44,1.027265093
10/07/1996,1.24,1.26,8.32,0.64,110.4,1.027253766
11/07/1996,1.25,1.26,8.32,0.64,110.28,1.027242438
12/07/1996,1.24,1.26,8.32,0.64,110.91,1.027231111
13/07/1996,1.24,1.26,8.32,0.64,110.91,1.027219783
14/07/1996,1.24,1.26,8.32,0.64,110.91,1.027208456
15/07/1996,1.25,1.25,8.32,0.64,110.25,1.027197128
16/07/1996,1.27,1.22,8.32,0.64,109.35,1.0271858
17/07/1996,1.27,1.21,8.32,0.65,108.65,1.027174473
18/07/1996,1.26,1.22,8.31,0.65,108.38,1.027163145
19/07/1996,1.27,1.22,8.32,0.65,107.82,1.027151818
20/07/1996,1.27,1.22,8.32,0.65,107.82,1.02714049
21/07/1996,1.27,1.22,8.32,0.65,107.82,1.027129162
22/07/1996,1.27,1.21,8.31,0.64,107.45,1.027117835
23/07/1996,1.27,1.21,8.31,0.64,107.82,1.027106507
24/07/1996,1.26,1.21,8.31,0.64,108.43,1.02709518
25/07/1996,1.27,1.21,8.31,0.64,108.23,1.027083852
26/07/1996,1.27,1.21,8.31,0.64,108.34,1.027072524
27/07/1996,1.27,1.21,8.31,0.64,108.34,1.027061197
28/07/1996,1.27,1.21,8.31,0.64,108.34,1.027049869
29/07/1996,1.27,1.21,8.31,0.64,108.19,1.027038542
30/07/1996,1.27,1.2,8.31,0.64,107.96,1.027027214
31/07/1996,1.28,1.2,8.31,0.64,106.85,1.027015887
01/08/1996,1.27,1.2,8.31,0.64,107.09,1.027004559
02/08/1996,1.27,1.2,8.31,0.65,106.81,1.026993231
03/08/1996,1.27,1.2,8.31,0.65,106.81,1.026981904
04/08/1996,1.27,1.2,8.31,0.65,106.81,1.026970576
05/08/1996,1.27,1.2,8.31,0.65,106.56,1.026959249
06/08/1996,1.27,1.21,8.31,0.65,106.81,1.027462227
07/08/1996,1.26,1.21,8.31,0.65,108.02,1.027965205
08/08/1996,1.27,1.21,8.31,0.65,108.25,1.028468184
09/08/1996,1.27,1.2,8.31,0.65,108.22,1.028971162
10/08/1996,1.27,1.2,8.31,0.65,108.22,1.029474141
11/08/1996,1.27,1.2,8.31,0.65,108.22,1.029977119
12/08/1996,1.27,1.2,8.31,0.64,107.68,1.030480097
13/08/1996,1.27,1.2,8.31,0.65,107.66,1.030983076
14/08/1996,1.26,1.21,8.31,0.65,108.12,1.031486054
15/08/1996,1.27,1.2,8.31,0.64,107.85,1.031989033
16/08/1996,1.26,1.21,8.31,0.65,107.72,1.032492011
17/08/1996,1.26,1.21,8.31,0.65,107.72,1.03299499
18/08/1996,1.26,1.21,8.31,0.65,107.72,1.033497968
19/08/1996,1.27,1.21,8.31,0.65,107.85,1.034000946
20/08/1996,1.26,1.21,8.31,0.65,108.31,1.034503925
21/08/1996,1.27,1.2,8.31,0.65,108.47,1.035006903
22/08/1996,1.26,1.21,8.31,0.65,108.3,1.035509882
23/08/1996,1.27,1.19,8.31,0.64,108.12,1.03601286
24/08/1996,1.27,1.19,8.31,0.64,108.12,1.036515838
25/08/1996,1.27,1.19,8.31,0.64,108.12,1.037018817
26/08/1996,1.27,1.19,8.31,0.64,107.72,1.037521795
27/08/1996,1.27,1.19,8.31,0.64,107.68,1.038024774
28/08/1996,1.27,1.19,8.31,0.64,108.44,1.038527752
29/08/1996,1.27,1.19,8.31,0.64,108.38,1.03903073
30/08/1996,1.27,1.2,8.31,0.64,108.95,1.039533709
31/08/1996,1.27,1.2,8.31,0.64,108.95,1.040036687
01/09/1996,1.27,1.2,8.31,0.64,108.95,1.040539666
02/09/1996,1.27,1.21,8.31,0.64,109.12,1.041042644
03/09/1996,1.27,1.21,8.31,0.64,109.25,1.041545622
04/09/1996,1.27,1.21,8.31,0.64,108.81,1.042048601
05/09/1996,1.27,1.21,8.31,0.64,109.25,1.042551579
06/09/1996,1.27,1.22,8.31,0.64,109.22,1.043054558
07/09/1996,1.27,1.22,8.31,0.64,109.22,1.043557536
08/09/1996,1.27,1.22,8.31,0.64,109.22,1.044060515
09/09/1996,1.26,1.22,8.31,0.64,109.25,1.044563493
10/09/1996,1.25,1.23,8.31,0.64,109.75,1.045066471
11/09/1996,1.25,1.24,8.31,0.64,110.25,1.04556945
12/09/1996,1.25,1.24,8.31,0.64,110.16,1.046072428
13/09/1996,1.25,1.24,8.31,0.64,110.41,1.046575407
14/09/1996,1.25,1.24,8.31,0.64,110.41,1.047078385
15/09/1996,1.25,1.24,8.31,0.64,110.41,1.047581363
16/09/1996,1.25,1.24,8.3,0.64,110.19,1.048084342
17/09/1996,1.25,1.24,8.3,0.64,110.28,1.04858732
18/09/1996,1.26,1.24,8.3,0.64,109.17,1.049090299
19/09/1996,1.25,1.24,8.3,0.64,109.44,1.049593277
20/09/1996,1.25,1.24,8.3,0.64,110,1.050096255
21/09/1996,1.25,1.24,8.3,0.64,110,1.050599234
22/09/1996,1.25,1.24,8.3,0.64,110,1.051102212
23/09/1996,1.26,1.24,8.3,0.64,109.95,1.051605191
24/09/1996,1.27,1.23,8.3,0.64,109.22,1.052108169
25/09/1996,1.26,1.24,8.3,0.64,110.41,1.052611147
26/09/1996,1.25,1.25,8.3,0.64,110.68,1.053114126
27/09/1996,1.25,1.26,8.3,0.64,110.84,1.053617104
28/09/1996,1.25,1.26,8.3,0.64,110.84,1.054120083
29/09/1996,1.25,1.26,8.3,0.64,110.84,1.054623061
30/09/1996,1.25,1.25,8.3,0.64,111.38,1.05512604
01/10/1996,1.25,1.26,8.3,0.64,111.47,1.055629018
02/10/1996,1.25,1.26,8.3,0.64,111.88,1.056131996
03/10/1996,1.25,1.26,8.3,0.64,111.45,1.056634975
04/10/1996,1.25,1.26,8.3,0.64,111.85,1.057137953
05/10/1996,1.25,1.26,8.3,0.64,111.85,1.057640932
06/10/1996,1.25,1.26,8.3,0.64,111.85,1.05814391
07/10/1996,1.25,1.26,8.3,0.64,111.12,1.058646888
08/10/1996,1.25,1.26,8.3,0.64,111.68,1.059149867
09/10/1996,1.25,1.25,8.3,0.64,111.57,1.059652845
10/10/1996,1.25,1.25,8.3,0.64,111.2,1.060155824
11/10/1996,1.25,1.25,8.3,0.63,111.57,1.060658802
12/10/1996,1.25,1.25,8.3,0.63,111.57,1.06116178
13/10/1996,1.25,1.25,8.3,0.63,111.57,1.061664759
14/10/1996,1.25,1.25,8.3,0.63,111.66,1.062167737
15/10/1996,1.25,1.27,8.3,0.63,112.25,1.062670716
16/10/1996,1.25,1.27,8.3,0.63,112.28,1.063173694
17/10/1996,1.24,1.27,8.3,0.63,112.22,1.063676672
18/10/1996,1.25,1.27,8.3,0.63,112.45,1.064179651
19/10/1996,1.25,1.27,8.3,0.63,112.45,1.064682629
20/10/1996,1.25,1.27,8.3,0.63,112.45,1.065185608
21/10/1996,1.25,1.26,8.3,0.63,112.72,1.065688586
22/10/1996,1.25,1.25,8.3,0.63,112.37,1.066191564
23/10/1996,1.26,1.26,8.3,0.63,112.93,1.066694543
24/10/1996,1.26,1.26,8.3,0.63,112.87,1.067197521
25/10/1996,1.26,1.26,8.3,0.62,113.43,1.0677005
26/10/1996,1.26,1.26,8.3,0.62,113.43,1.068203478
27/10/1996,1.26,1.26,8.3,0.62,113.43,1.068706457
28/10/1996,1.26,1.26,8.3,0.62,114.22,1.069209435
29/10/1996,1.27,1.26,8.3,0.62,114.32,1.069712413
30/10/1996,1.27,1.26,8.3,0.61,114.16,1.070215392
31/10/1996,1.26,1.27,8.3,0.61,114.03,1.07071837
01/11/1996,1.27,1.27,8.3,0.61,113.38,1.071221349
02/11/1996,1.27,1.27,8.3,0.61,113.38,1.071724327
03/11/1996,1.27,1.27,8.3,0.61,113.38,1.072227305
04/11/1996,1.27,1.27,8.3,0.61,113.81,1.072730284
05/11/1996,1.26,1.28,8.3,0.61,114.25,1.073233262
06/11/1996,1.26,1.28,8.3,0.61,114.03,1.073736241
07/11/1996,1.27,1.27,8.3,0.61,112.2,1.073631381
08/11/1996,1.27,1.27,8.3,0.61,111.78,1.073526522
09/11/1996,1.27,1.27,8.3,0.61,111.78,1.073421662
10/11/1996,1.27,1.27,8.3,0.61,111.78,1.073316803
11/11/1996,1.28,1.25,8.3,0.61,111.12,1.073211943
12/11/1996,1.27,1.27,8.3,0.61,111.47,1.073107084
13/11/1996,1.27,1.27,8.3,0.6,111.72,1.073002224
14/11/1996,1.27,1.28,8.3,0.6,111.53,1.072897365
15/11/1996,1.27,1.28,8.3,0.6,111.03,1.072792505
16/11/1996,1.27,1.28,8.3,0.6,111.03,1.072687646
17/11/1996,1.27,1.28,8.3,0.6,111.03,1.072582786
18/11/1996,1.28,1.27,8.3,0.6,111.53,1.072477927
19/11/1996,1.28,1.27,8.3,0.6,111.62,1.072373067
20/11/1996,1.28,1.27,8.3,0.6,111.53,1.072268208
21/11/1996,1.28,1.27,8.3,0.59,111.3,1.072163348
22/11/1996,1.28,1.27,8.3,0.6,111.44,1.072058489
23/11/1996,1.28,1.27,8.3,0.6,111.44,1.071953629
24/11/1996,1.28,1.27,8.3,0.6,111.44,1.07184877
25/11/1996,1.27,1.29,8.3,0.6,112.7,1.07174391
26/11/1996,1.26,1.29,8.3,0.6,112.53,1.071639051
27/11/1996,1.26,1.29,8.3,0.6,113.22,1.071534191
28/11/1996,1.26,1.3,8.3,0.6,113.71,1.071429332
29/11/1996,1.25,1.3,8.3,0.59,113.86,1.071324472
30/11/1996,1.25,1.3,8.3,0.59,113.86,1.071219613
01/12/1996,1.25,1.3,8.3,0.59,113.86,1.071114753
02/12/1996,1.25,1.32,8.3,0.59,114.57,1.071009894
03/12/1996,1.24,1.32,8.3,0.61,113.3,1.070905034
04/12/1996,1.24,1.32,8.3,0.61,113.16,1.070800175
05/12/1996,1.24,1.31,8.3,0.61,112.38,1.070695315
06/12/1996,1.25,1.32,8.3,0.61,112.91,1.070590456
07/12/1996,1.25,1.32,8.3,0.61,112.91,1.070485596
08/12/1996,1.25,1.32,8.3,0.61,112.91,1.070380737
09/12/1996,1.24,1.33,8.3,0.61,113.47,1.070275877
10/12/1996,1.24,1.33,8.3,0.61,113.44,1.070171018
11/12/1996,1.25,1.31,8.3,0.6,112.96,1.070066158
12/12/1996,1.25,1.31,8.3,0.6,113.2,1.069961299
13/12/1996,1.24,1.32,8.3,0.6,113.93,1.069856439
14/12/1996,1.24,1.32,8.3,0.6,113.93,1.06975158
15/12/1996,1.24,1.32,8.3,0.6,113.93,1.06964672
16/12/1996,1.25,1.32,8.3,0.6,113.85,1.069541861
17/12/1996,1.24,1.33,8.3,0.6,113.88,1.069437001
18/12/1996,1.24,1.33,8.3,0.6,113.69,1.069332142
19/12/1996,1.23,1.34,8.3,0.6,114.03,1.069227282
20/12/1996,1.24,1.33,8.3,0.6,114.28,1.069122423
21/12/1996,1.24,1.33,8.3,0.6,114.28,1.069017563
22/12/1996,1.24,1.33,8.3,0.6,114.28,1.068912704
23/12/1996,1.24,1.34,8.3,0.6,114.07,1.068807844
24/12/1996,1.24,1.34,8.3,0.6,114.46,1.068702985
25/12/1996,1.24,1.35,8.3,0.6,114.7,1.068598125
26/12/1996,1.24,1.35,8.3,0.6,114.95,1.068493266
27/12/1996,1.24,1.35,8.3,0.59,115.3,1.068388406
